Label	ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
CC for El Nino anal swab	CC	GO:0045178	basal part of cell	98	0.355907855970646	1.83168146204847	0.000384882640973502	0.0125289428127427	0.00747029172308746	966	tags=45%, list=24%, signal=35%	CEACAM5/BEST1/DST/LRP1/ATP1A1/MYO1D/ERBB3/EZR/ITGA3/TFRC/MUC20/CTNNB1/SLC26A6/SLC22A5/DLG1/ERBIN/DSP/SLC38A1/CHP1/ATP1B1/CFTR/DOCK7/PKD1/ATP2B4/DLG3/EGFR/IQGAP1/CLDN7/EPB41/EPCAM/CEACAM1/PHLDB1/SLC4A4/ERBB2/ATP2C2/CNNM2/CNNM4/SLC39A14/SLC17A5/ITGB4/ABCC1/SLC9A1/ST14/TJP1	0.49849310876659
CC for El Nino anal swab	CC	GO:0098858	actin-based cell projection	73	0.376834733014025	1.82811308561852	0.000461112650991305	0.0138066191904804	0.00823209704154505	718	tags=40%, list=18%, signal=33%	SLC26A2/MYO1D/ATP8B1/EZR/ITGA3/DYNC1H1/MYO1E/CLIC5/MUC20/CDC42/CDHR2/CTNNB1/PDGFRA/ITGB1/PAFAH1B1/CFL1/ABI2/RAPH1/PTPRH/UTRN/TRIOBP/MYO6/PLS1/DOCK4/CEACAM1/ITGAV/PIEZO1/CDHR5/TBC1D10A	0.49849310876659
CC for El Nino anal swab	CC	GO:0031256	leading edge membrane	64	0.388522767794699	1.83269622957189	0.000550976958215489	0.0150439975414481	0.00896987495239641	1132	tags=53%, list=28%, signal=39%	MACF1/SPTBN1/DIAPH1/EEF1A1/MYO1D/EZR/CDC42/PSD4/ITGB1/TLN1/CFL1/SYNJ2/EGFR/SRC/MYO6/SGCE/ITGAV/PLCG1/PIEZO1/CLCN3/ERBB2/APPL2/DOCK8/PSD3/EPS8L3/PLA2G4F/PTPRJ/EPS8/NCKAP1/WWC1/PLEKHA1/ARHGEF2/ARHGAP45/RIGI	0.477270815362862
CC for El Nino anal swab	CC	GO:0099513	polymeric cytoskeletal fiber	190	0.2769453725287	1.63012422665925	0.000554990846235816	0.0150439975414481	0.00896987495239641	1049	tags=38%, list=26%, signal=29%	DST/ACTB/MACF1/ACTG1/DNM2/HNRNPU/DIAPH1/KRT20/NDRG1/TPM4/EZR/CTTN/DYNC1H1/NUMA1/LIMA1/KIF13B/KRT8/SPECC1/DLG1/PAFAH1B1/TTLL3/CSNK1D/PNN/INF2/DSP/KANSL3/TTLL6/CLTC/MARK2/ABI2/TPT1/CDK5RAP3/NDEL1/KRT19/BCAS3/SHROOM3/JUP/TUBA1B/SRC/STIM1/VIM/IQGAP1/CARMIL1/HLA-DRB1/MYO6/PAWR/PLS1/GABARAPL1/FHDC1/TUBA4A/JAKMIP1/EIF3A/SHROOM1/PLEC/CKAP5/EFHC1/KANSL1/DYRK1A/CALM1/SVIL/REEP3/POF1B/DDX6/KRT5/YES1/ARFGEF2/NCKAP1/HOOK2/KLC4/ARHGAP18/DYNLL2/RASSF3	0.477270815362862
CC for El Nino anal swab	CC	GO:0098552	side of membrane	157	0.289162714108617	1.61806070673422	0.000559437256998068	0.0150439975414481	0.00896987495239641	667	tags=29%, list=17%, signal=25%	CEACAM5/CDH1/HLA-B/B2M/HLA-A/HLA-C/MYH9/EEF1A1/CEACAM6/MUC17/GNB1/ITLN1/ITGA3/CTSB/HLA-DRA/SCNN1A/ITPR3/TFRC/CEACAM7/CANX/PDGFRA/GNAS/DLG1/ITGB1/P4HB/SNX5/BTN3A1/SLC38A1/MICA/ANPEP/CD24/JAK1/LY75/ECE1/HLA-E/CYTH1/CAPN2/GNB2/JUP/HLA-F/IQGAP1/HLA-DRB1/CALR/THBS1/ITGAV/KRAS	0.477270815362862
CC for El Nino anal swab	CC	GO:0005796	Golgi lumen	26	0.538326178016615	2.0921876438633	0.000630697652584293	0.0163429734750725	0.00974437997731962	592	tags=50%, list=15%, signal=43%	FCGBP/MUC12/MUC3A/MUC2/CDH1/MUC4/PCSK5/MUC17/MUC20/MUC13/HSPG2/RHBDF2/MUC5B	0.477270815362862
CC for El Nino anal swab	CC	GO:0009897	external side of plasma membrane	80	0.350572768890085	1.72869850530288	0.000703082704805901	0.017394266116898	0.0103712056271888	750	tags=35%, list=19%, signal=29%	HLA-B/B2M/HLA-A/HLA-C/MUC17/ITGA3/CTSB/SCNN1A/TFRC/PDGFRA/ITGB1/P4HB/BTN3A1/SLC38A1/MICA/ANPEP/CD24/LY75/ECE1/HLA-E/CAPN2/HLA-F/HLA-DRB1/CALR/THBS1/ITGAV/CLCN3/IL6ST	0.477270815362862
CC for El Nino anal swab	CC	GO:0055037	recycling endosome	70	0.359252796814529	1.74252608845497	0.000995463008758025	0.0225253855213477	0.0134305985376784	829	tags=40%, list=21%, signal=32%	HLA-B/B2M/DNM2/HLA-A/HLA-C/NDRG1/MYO5B/SORL1/FER1L6/TFRC/VAMP8/ITGB1/RAB11FIP1/TPCN1/CFTR/SNX32/CLN3/HLA-E/SLC30A10/VPS13B/HLA-F/ATG9A/ATP13A3/AP1G1/CLCN3/PLEKHB2/ZFYVE27/APP	0.45505986738723
CC for El Nino anal swab	CC	GO:0031901	early endosome membrane	81	0.349499225085718	1.74206743306372	0.00122847283137501	0.0265050155653062	0.015803424227975	829	tags=40%, list=21%, signal=32%	CDH1/HLA-B/B2M/HLA-A/HLA-C/SORL1/HLA-DRA/PSEN1/VAMP8/SNX5/TPCN1/CFTR/FZD5/SNX32/CLN3/HLA-E/SLC30A10/SNX19/VPS13B/LDLRAD4/EGFR/HLA-F/LRP6/PLD3/ATP13A3/GGA2/DTX3L/ITCH/CLCN3/APPL2/NAPEPLD/APP	0.45505986738723
CC for El Nino anal swab	CC	GO:0031672	A band	10	0.715334374869165	2.05345652320274	0.00125756935751617	0.0266746113877429	0.0159045445130266	556	tags=60%, list=14%, signal=52%	DST/SPTBN1/ALDOA/PPP1R12B/PPP1R12A/SLMAP	0.45505986738723
CC for El Nino anal swab	CC	GO:0072562	blood microparticle	18	0.594793931283915	2.01314048027574	0.00153116744718766	0.0302155019194639	0.0180157749358019	796	tags=67%, list=20%, signal=54%	ACTB/ACTG1/JCHAIN/YWHAZ/HSPA1A/HSPA1B/TFRC/CLIC1/GSN/C1QB/DNPEP/INTS11	0.45505986738723
CC for El Nino anal swab	CC	GO:0098978	glutamatergic synapse	148	0.277600136855068	1.5458997444196	0.00349624616727747	0.0478766403201723	0.0285461012360328	1135	tags=39%, list=28%, signal=29%	ACTB/CDH1/SPTBN1/DOCK1/AKAP9/NEO1/SQSTM1/CTTN/ATP8A1/ITGA3/YWHAZ/TFRC/CDC42/CTNNB1/OGT/PSEN1/DLG1/FUS/ITGB1/PAFAH1B1/TRIO/ERBIN/CBLB/CFL1/AP3D1/NAPB/STAT3/WDR1/CTBP1/VLDLR/ATP2B4/AKT1/DLG3/CALR/DOCK4/CLSTN1/CLCN3/DROSHA/CNNM2/EEF2/PLXNB1/SLC17A5/EPS8/PPP1CA/PPP3CC/STAU1/STX3/NAPA/ARFGEF2/RTN4/RAB17/DYNLL2/MAPK14/USP8/NOS1AP/PJA2/SIPA1L3/LRRTM2	0.431707695803346
CC for El Nino anal swab	CC	GO:0001772	immunological synapse	17	0.5608690477214	1.89596940916232	0.00355346369317777	0.0483036767962737	0.028800718652726	594	tags=41%, list=15%, signal=35%	MYH9/EZR/HLA-DRA/PDCD6IP/DLG1/LGALS3/HLA-DRB1	0.431707695803346
